row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,climate_max_temp_delta,climate_p95_temp_delta,climate_p99_temp_delta,climate_preclamp_max_temp_delta,climate_preclamp_p99_temp_delta,climate_temp_delta_gt_005_count,climate_temp_delta_gt_010_count,climate_temp_delta_gt_020_count,climate_temp_delta_clamped_count,climate_max_transport_anomaly,climate_transport_abs_p95,climate_transport_nonzero_ratio,climate_sea_ice_delta_max,climate_precip_p95,climate_slp_delta_p95,climate_wind_delta_p95,climate_ocean_delta_p95,climate_slp_abs_p95,climate_wind_mag_p95,climate_ocean_mag_p95,climate_upwelling_abs_p95,climate_current_pass,climate_partial,climate_progress_ratio,climate_processed_cells,climate_cursor_start,climate_cursor_end,climate_round_id,climate_node_index,climate_next_node_index,climate_pass_status,climate_pass_stage,climate_pass_substage,climate_pass_path,climate_budget_interrupted,climate_pass_token,weather_dirty_count,water_budget_error,active_weather_ratio,weather_diag_present,weather_field_commit_path,weather_field_commit_publish_verified,weather_field_commit_publish_repaired,weather_field_commit_init_count,weather_field_commit_publish_reason,weather_refresh_convergence,weather_field_solve_tick,weather_commit_tick_delta,weather_last_commit_tick,weather_cold_front_count,weather_warm_front_count,weather_convergence_refresh_stride,weather_native_convergence_boost,weather_convergence_dirty_count,weather_convergence_delta_p95,weather_convergence_published,weather_target_mismatch_count,weather_transitioning_count,weather_transition_alpha_mean,weather_transition_alpha_p95,climate_thermal_finalizer_applied,climate_moisture_committed,climate_moisture_commit_path,climate_moisture_commit_slot_size,climate_moisture_commit_flush_ms,stage_b_tick_idx,stage_b_call_index,stage_b_run_veg_dyn,stage_b_veg_dyn_ms,stage_b_combined_done,stage_b_ext_ok,stage_b_total_runs,stage_b_total_fallbacks,weather_job_path,phys_phase_locked,phys_diag_tick_idx,phys_sim_day,phys_stage,phys_stage_name,phys_next_stage,phys_next_stage_name,phys_path,phys_done,phys_round_active,phys_physical_round_id,phys_visual_round_active,phys_visual_round_id,phys_visual_pending_commit,phys_visual_lag_ticks,phys_visual_pixel_progress,phys_visual_next_pixel_idx,phys_visual_total_pixels,phys_pending_commit,phys_need_pixel,phys_run_ocean,phys_phase_int_seen,phys_ticks_per_slice,phys_wind_period_ticks,phys_ocean_period_ticks,phys_slice_count,phys_next_pixel_idx,phys_total_pixels,phys_pixel_quota,phys_progress_ratio,phys_processed_pixels,phys_cursor_start,phys_cursor_end,phys_raster_requested_start,phys_raster_requested_end,phys_raster_returned_start,phys_raster_returned_end,phys_raster_pixels,phys_raster_wall_ms,phys_raster_native_ms,phys_raster_used_cpp,phys_raster_atlas_updated,phys_raster_fallback_reason,phys_raster_progress_guard_fired,phys_slp_path,phys_slp_native_ms,phys_slp_rc_ms,phys_slp_out_size,phys_slp_published_to_slot,phys_slp_commit_ok,phys_slp_thermal_p95,phys_slp_delta_p95,phys_wind_cpp_done,phys_wind_rc_ms,phys_wind_wx_size,phys_wind_wy_size,phys_wind_speed_out_size,phys_wind_map_speed_size,phys_wind_commit_ok,phys_wind_delta_p95,phys_wind_dir_delta_p95,phys_wind_dir_flip_count,phys_daily_wind_due,phys_daily_wind_tick_idx,phys_daily_wind_season_phase,phys_daily_wind_ran,phys_daily_wind_path,phys_daily_wind_elapsed_ms,phys_daily_wind_refresh_ms,phys_daily_wind_slp_ms,phys_daily_wind_wind_ms,phys_daily_wind_fallback_reason,phys_daily_wind_slp_commit_ok,phys_daily_wind_wind_commit_ok,phys_daily_wind_wind_cpp_done,phys_daily_wind_slp_published_to_slot,phys_daily_wind_slp_delta_p95,phys_daily_wind_delta_p95,phys_daily_wind_dir_delta_p95,phys_daily_wind_dir_flip_count,phys_psi_path,phys_psi_native_ms,phys_psi_iters_run,phys_psi_residual_final,phys_psi_early_exit,phys_psi_mode,phys_ocean_delta_p95,phys_thermal_current_p95,phys_ocean_current_preclamp_p95,phys_ocean_current_preclamp_max,phys_ocean_current_clamp_count,phys_ocean_current_clamp_ratio,phys_ocean_current_max_magnitude,cell_index,q,r,s,temp_arr,temp_arr_prev,moisture_arr,moisture_arr_prev,snow_cover_arr,snow_cover_arr_prev,temp_baseline_arr,temp_30d_arr,temp_365d_arr,temp_anomaly_arr,sea_ice_frac_arr,sea_ice_frac_arr_prev,weather_intensity_arr,weather_cloud_arr,weather_cloud_water_arr,weather_precip_arr,weather_transition_alpha_arr,weather_classification_temp_arr,weather_classification_moisture_arr,weather_vapor_arr,weather_convergence_arr,weather_instability_arr,weather_field_init_arr,air_mass_temp_anomaly_arr,ocean_thermal_anomaly_arr,local_thermal_anomaly_arr,has_river_arr,river_flow_arr,river_downstream_arr,hydro_parent_arr,river_discharge_arr,river_discharge_30d_arr,river_storage_arr,groundwater_storage_arr,surface_runoff_arr,ema_initialized_arr,temp_season_offset_arr,insolation_now_arr,insolation_dev_arr,day_length_arr,heat_input_arr,thermal_energy_arr,snowpack_arr,water_balance_30d_arr,vegetation_vitality_arr,vitality_low_streak_arr,vitality_high_streak_arr,soil_moisture_arr,vegetation_growth_pressure_arr,temperature_transport_anomaly_arr,vegetation_heat_stress_arr,vegetation_drought_stress_arr,vegetation_cold_stress_arr,vegetation_regen_score_arr,elevation_arr,base_moisture_arr,ocean_current_x_arr,ocean_current_y_arr,wind_x_arr,wind_y_arr,slp_arr,wind_speed_arr,upwelling_strength_arr,wind_stress_curl_arr,ocean_psi_arr,cell_pos_x_arr,cell_pos_y_arr,cell_lat_norm_arr,temp_baseline_year_arr,terrain_arr,landform_arr,vegetation_arr,has_volcano_arr,is_lake_seed_arr,base_terrain_arr,base_landform_arr,base_vegetation_arr,cover_arr,weather_type_arr,weather_prev_type_arr,weather_target_type_arr,is_water_arr,climate_dirty_mask,weather_dirty_mask
0,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.032184,0.024738,0,0,0,1,0.065095,0.519028,0.031476,1,-0.005056,0,-0.01,0,0,-1,-1,0.092667,0.016456,0.014767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058105,1,0,0,0.097194,-0.995265,0.178609,1.116828,0,0,0,0,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
1,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,1,1,0,-1,0,0,1,1,0,0,0,0,0,0,1,1,0,0.022238,0.018573,0,0,0,1,0.060615,0.40947,0,1,-0.005115,0,-0.01,0,0,-1,-1,0.093479,0.015629,0.014896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058105,1,0,0,-0.201786,-0.97943,0.1572,0.826384,0,0,0,1.732051,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
2,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,2,2,0,-2,0,0,1,1,0,0,0,0,0,0,1,1,0,0.018775,0.015632,0,0,0,1,0.055937,0.28147,0,1,-0.004384,0,-0.01,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058105,1,0,0,-0.439704,-0.898143,0.15355,0.646127,0,0,0,3.464102,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
3,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,3,3,0,-3,0,0,1,1,0,0,0,0,0,0,1,1,0,0.082713,0.015878,0,0,0,1,0.082925,0.120515,0,1,0,0,-0.01,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058105,1,0,0,-0.985385,-0.170344,0.153861,0.646933,0,0,0,5.196152,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
4,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,4,4,0,-4,0,0,1,1,0,0,0,0,0,0,1,1,0,0.085981,0.018218,0,0,0,1,0.081884,0.208612,0,1,-0.002517,0,-0.01,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058105,1,0,0,-0.999038,-0.043844,0.154418,0.65561,0,0,0,6.928203,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
5,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,5,5,0,-5,0,0,1,1,0,0,0,0,0,0,1,1,0,0.077178,0.020489,0,0,0,1,0.079149,0.311356,0,1,-0.004416,0,-0.01,0,0,-1,-1,0.000956,0.004237,0.000152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046385,1,0,0,-0.960266,-0.279085,0.155382,0.657389,0,0,0,8.660254,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,1,1
6,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,6,6,0,-6,0,0,1,1,0,0,0,0,0,0,1,1,0,0.078523,0.020312,0,0,0,1,0.080647,0.28972,0,1,-0.005323,0,-0.01,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033615,1,0,0,-0.987689,-0.156431,0.15629,0.656553,0,0,0,10.392304,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,7,7,0,-7,0,0,1,1,0,0,0,0,0,0,1,1,0,0.075164,0.020543,0,0,0,1,0.080948,0.290876,0,1,-0.005376,0,-0.01,0,0,-1,-1,27.379852,0.694644,4.362991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021895,1,0,0,-0.986146,-0.165882,0.157069,0.655421,0,0,0,12.124355,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,8,8,0,-8,0,0,1,1,0,0,0,0,0,0,1,1,0,0.080062,0.020702,0,0,0,1,0.08065,0.288567,0,1,-0.005413,0,-0.01,0,0,-1,-1,0.000021,0.000442,0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033615,1,0,0,-0.988612,-0.150484,0.157723,0.65405,0,0,0,13.856406,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,110,160182,false,60,6.02,3.773,0.01,2.125,0,0,0,0,0,0,0,0,0,0,0.134757,0.48625,0,0.048315,0,0,0,0.178733,1.649,0.244968,0.717537,climate_pass_b,true,0.095238,0,1,2,12,2,2,partial,climate_pass_b,climate_pass_b_knobs,gdext_native_daily_slice,false,0,0,0,0,true,,false,false,0,,false,-1,0,-1,0,0,0,false,0,0,false,0,0,0,0,false,false,,0,0,110,-1,false,0,false,false,0,0,,0.832784,112,75,3,phys_psi_init,6,phys_upwelling,gdext,false,true,2,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2198,0.2198,2400,true,true,0.144758,0.055039,true,0.4212,2400,2400,2400,2400,true,0.556501,0.551275,0,true,108,1.183455,true,gdext_daily_wind_wind,0.52,0.039,-1,0.4212,,false,true,true,false,0,0.556501,0.551275,0,gdext,0.1726,16,0.011293,false,perf,0.137653,0.010357,0.355262,0.471881,0,0,0.65,9,9,0,-9,0,0,1,1,0,0,0,0,0,0,1,1,0,0.085347,0.02036,0,0,0,1,0.080586,0.270517,0,1,-0.004465,0,-0.01,0,0,-1,-1,0.149171,0.028615,0.02377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046385,1,0,0,-0.982318,-0.187222,0.158307,0.654723,0,0,0,15.588457,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,1,1
